"intercept" "beta1" "beta2" "beta3" "beta4" "beta5"
"1" 2.98938126895185 1.20473560861413 0.0814300932133444 0.0584572522397404 0.145911792616327 0.749418226551499
"2" 2.90462027585317 1.07872954374141 0.0794126034784562 0.121955391635911 0.186631003276186 0.603065323352345
"3" 3.11969050221782 1.20359788535177 0.0855049880660759 0.167630253385911 0.100865827589387 0.838216036139141
"4" 2.93250544911374 1.20734160410264 0.0749618608930532 0.113991540507731 -0.050891859747768 0.866299393548687
"5" 3.01035073262161 1.3153445560394 0.11149975653435 0.172300775478264 0.234154436958758 0.702943940210004
"6" 2.99489823964447 1.32314662333373 0.112010930620562 0.313468141580717 0.201761560861975 0.576664722015234
"7" 2.84452461626656 1.33270402747545 0.110847256858466 0.0865615467439842 0.202562213535578 0.798021202741781
"8" 2.92300926845253 1.06937172650509 0.108911099366337 0.148129655512118 0.120515981476877 0.730479946445894
"9" 2.92602263224983 1.39969088028938 0.107546650823698 -0.0378660936965395 0.204838315860833 0.762026954338798
"10" 2.81118711999216 1.16447914035031 0.0916748802950509 0.10688853774047 0.0821623840484231 0.562055575268976
"11" 2.78143640608577 1.24642907178299 0.0996888044406438 0.0228348653404953 -0.0155867044721454 0.816196313850879
"12" 2.9950521819212 1.28412595571249 0.0743413833181484 0.134670307937095 0.479205782411473 0.752574074438917
"13" 2.7729239219317 1.23712852194719 0.0869674915437712 0.0700785121587611 0.272876058139031 0.699841598159052
"14" 2.91839452507742 1.27169029274477 0.0836673167701303 0.127233143840394 0.210177876285246 0.725305466664782
"15" 2.99112359942322 1.2404240893917 0.0871350276994178 0.0869388764959543 0.177553939596466 0.634620837297836
"16" 2.6140403699333 1.25669711096396 0.0944475010760124 -0.0311225192000931 0.325364507931898 0.570324469191151
"17" 2.99559065411244 1.16050136736287 0.084231451511496 0.0692755031308174 -0.0109343907684205 0.767991352578272
"18" 2.86557346538943 1.30505642538934 0.0861455492758185 0.044650172031506 0.413911444629257 0.671169303093578
"19" 2.92035901750935 1.19678843938795 0.0882898890380465 0.16283034498558 0.0719771108221156 0.707500450564943
"20" 3.01787249512567 1.21893340733754 0.0732371838346165 0.095503001453439 0.205823905395862 0.578349605434166
"21" 2.73154114813201 1.17178541413715 0.0601329725336347 0.225948977117035 0.174339167197877 0.616047049643579
"22" 2.76318903876553 1.11930511421972 0.123879968177598 0.0879116150770913 0.284548952286225 0.788810803725907
"23" 3.01393093513258 1.08352564073656 0.10390808500865 0.227621964993464 0.19400949719457 0.795827307742236
"24" 2.7644178661587 1.22422130322802 0.0738543883048584 0.117767241384215 0.281530883931235 0.662879751955468
"25" 3.09700983983624 1.23863990063412 0.137023562187397 -0.0392848036568429 0.143898213312709 0.538440639766835
"26" 3.02006482181295 1.34893224850648 0.113120204001921 0.14728202108386 0.296906935858339 0.857643134282341
"27" 2.9380511357097 1.37610316603688 0.101834093365321 0.173115884582161 0.298058075748481 0.659403483558411
"28" 2.95389968201484 1.16298446478121 0.102420196253539 0.0860045949731385 0.254574235586289 0.80165925467321
"29" 2.84595188502599 1.30225860011163 0.0920739589286226 -0.00343499121190866 0.371293850604175 0.53654864602304
"30" 2.97571681103909 1.24234226179197 0.104926530820659 0.212401082688727 0.180458758006727 0.539466138746013
"31" 2.83930330602683 1.11202340762556 0.130860264835875 0.198407799151984 0.0311882672710589 0.729123645990112
"32" 2.94862652426035 1.22445426420253 0.0941378454314392 0.139090664800295 0.159436454525662 0.818156600077152
"33" 2.76434553312793 1.24865378325363 0.068540434245274 0.1039004056938 0.19608921219895 0.497967155675611
"34" 2.91607043735893 1.35384783195914 0.104254305202188 -0.000152697695825526 0.183742018235761 0.651226980860609
"35" 2.89222543131645 1.14815062055095 0.107910924233595 -0.116342277945587 0.326285542235416 0.525517696503708
"36" 2.91209603952416 1.32230270236277 0.102065448390027 0.14299013532307 0.197389668470981 0.510679402568224
"37" 2.97388372658814 1.19107921884221 0.0807797063850906 0.0677731188575307 0.202824214187184 0.519280411907087
"38" 2.9443878151957 1.28366654291065 0.106508518654759 0.125914030220583 0.172322047436641 0.717645017449337
"39" 3.04233344485518 1.01272787479676 0.0969920199082544 0.270562674959481 0.248044424108577 0.67235625429979
"40" 2.86646300705426 1.28621336885655 0.13206632273414 0.0166233065152358 -0.149140959416259 0.603587007224658
"41" 2.92117534221986 1.13279111758435 0.119193416188527 0.097452553558066 0.0192753039963707 0.59250176937947
"42" 3.01096752498315 1.33464898847151 0.111420662405286 0.173550958156331 0.068751553571728 0.609266590724194
"43" 3.11731594153297 1.24709540946356 0.0919075302753239 0.012585616037918 0.348156156225081 0.717643045197256
"44" 3.15461503051694 1.36129187490329 0.0735686388304485 0.186140945828163 0.148958303809776 0.647773455167274
"45" 2.89341333905249 1.22356298338933 0.0989204979426084 0.0959605511491425 0.382484950069305 0.634557212375032
"46" 2.86093149642443 1.00305577240178 0.110679845701051 0.173880368321727 0.220701821207931 0.663147741409099
"47" 2.93944174603519 1.22223355297306 0.0861559632696526 0.169903378027099 0.139738075865577 0.655716916030672
"48" 3.0090396614178 1.19907343366796 0.0885222297826316 -0.0316040752527601 0.0666998688205333 0.775803809591311
"49" 3.01143204023611 1.33504979400677 0.0698725008092086 0.189805801997046 0.211362424538888 0.738360402557182
"50" 2.83847491054617 1.16496589868012 0.120994305237516 0.0783612263444737 0.120178188391178 0.574197141324455
