"","intercept","beta1","beta2","beta3","beta4","beta5"
"1",2.9528472196807,1.20587719731276,0.0958223492276104,0.0167669796135749,-0.0349409359621244,0.603242593122519
"2",2.97238151239845,1.20668507997211,0.0949318459546896,0.0740678851181144,0.00897655310007453,0.603703481316635
"3",2.95353362782531,1.16058959510014,0.0943634158322642,0.0800551630739791,-0.0160140283126987,0.578568216925463
"4",2.94157392737543,1.16143860344765,0.101498775992751,0.0192965992568136,-0.0482507123277097,0.607373006953861
"5",2.95181030043628,1.21415882358582,0.0971573804079811,-0.0232260465814888,-0.0219884882995644,0.531031780271227
"6",2.96277809963746,1.1775577269383,0.102436229026645,0.0331984243981179,-0.0370059356097913,0.608576336823123
"7",2.96289461197927,1.1305601038681,0.0991226206598325,0.062271996650819,-0.0590757037106785,0.579953936963664
"8",2.96474941210079,1.18608857664814,0.103954148018437,0.0451403375284316,0.0221159401310057,0.614036148563274
"9",2.96930015499366,1.16839056690392,0.103198145928167,0.0549943195016723,0.0250809238889784,0.631085091356008
"10",2.89550352266196,1.22243473758323,0.0949682185350992,-0.00855420469062437,-0.0486515952181967,0.622035050397255
"11",2.92171660255172,1.20529375694452,0.100833284282146,0.0240686141415829,-0.015562122833772,0.612242921695505
"12",2.89667533776049,1.13572352593926,0.0975378264431202,0.0585422195384372,-0.0678774425446113,0.62678659303675
"13",2.88800761821417,1.23903681706345,0.0991546170580612,0.0815682151771013,-0.021627515512321,0.632881269949138
"14",2.90969767695048,1.17592733447903,0.0922146680831989,0.0572371130035558,0.020897404888609,0.611916688639906
"15",2.99893448312517,1.21848942470334,0.103581901306312,0.0367851301003182,-0.0234329367380223,0.57031954482881
"16",2.94929833971056,1.22928133356896,0.0986311338095059,0.00972434842518928,0.00666029641881553,0.604521232285177
"17",2.94086078493327,1.21377505363639,0.0944087663049428,0.0504342615044093,0.00493187851470527,0.589908043253612
"18",2.91936658382591,1.18708155278424,0.0958642609173552,0.0104087607175373,0.0323819252736206,0.59852351660829
"19",2.91511053569631,1.2268565581581,0.0975172648725608,0.00488540906394049,-0.0332748039970792,0.59279374864108
"20",2.90747104785002,1.2006220124105,0.0907903479353316,0.057351875654886,-0.0198865035402764,0.612673773859754
"21",2.91808879607852,1.17110578113275,0.106204019349694,0.0127791775137863,0.0156335238941475,0.626644047246105
"22",2.89466066895392,1.2082412445856,0.0968768103855513,0.024559324492073,-0.0172320360910931,0.635585314268509
"23",2.97844602890997,1.2068488489025,0.102482247571206,-0.0250860836184888,0.0346309947821662,0.581044864482729
"24",2.90382697897713,1.18538697142937,0.0988114847324843,0.00345586187385894,-0.0144488517117205,0.628091011291249
"25",2.92934018348608,1.17731469542279,0.10673688342688,0.0273141036695023,-0.014854375737988,0.638700855744134
"26",2.91885401430851,1.27628299171215,0.0988531436331975,0.0622369313360947,-0.0441639758872876,0.544198800820358
"27",2.9193459972936,1.17976260637132,0.0979450108190866,0.0235667063579669,0.0112720388648575,0.588637820618547
"28",2.94267157333355,1.24044194792855,0.0932957513828669,0.000809343183914707,-0.0189560568150426,0.606608565482264
"29",2.90492530893105,1.21278904222629,0.0900719064304491,-0.0409335864336852,0.015030328493808,0.590556665494853
"30",2.99517546116515,1.24842709409555,0.098872302723426,-0.000303152732227539,0.00948757748032248,0.661273916139566
"31",2.94041220573424,1.2156484201374,0.101142922828447,0.0137597356703782,-0.0198781097164346,0.634433352202278
"32",2.954675688074,1.19170371953871,0.096224403142848,0.0498967211628403,-0.0731623726797046,0.618390795263644
"33",2.89375626652758,1.20519509049386,0.0949059767961234,0.0507808441662138,-0.0059742287258258,0.563053680259992
"34",2.96565958019585,1.22718976646975,0.0970593054326472,0.0312783550306844,0.0218832126137086,0.648811202018014
"35",2.9160976071956,1.19507525801452,0.0914125491618683,0.0212375790809889,-0.0168239297976544,0.67031499065098
"36",2.96740176964974,1.21216016809466,0.100840399935882,0.0158543465686273,-0.0163760384479336,0.615851796151434
"37",2.89032762661157,1.17161117072681,0.0924777427614447,0.00961477620682131,-0.0130518007456078,0.591121750233265
"38",2.9487074511007,1.2401097304757,0.0967697809325723,0.0721622096581964,-0.0361501532592506,0.616755075794724
"39",2.94024319940141,1.20864731339153,0.0961413786547853,-0.0119697310751447,-0.00268960959090834,0.625190126738522
"40",2.93385849125971,1.20164539982548,0.102507611859968,0.00174218245260343,0.0328233259920531,0.639061717452803
"41",2.91071039461137,1.15553108513515,0.0940937702217773,-0.0231532288687645,-0.0082634006009384,0.580629187285851
"42",2.96826042259175,1.15476465793226,0.0994623072598137,0.0655317600841536,0.0184404607812749,0.566954219004443
"43",2.94138803182288,1.18732629528026,0.0935172236820464,0.0248302061361679,-0.00558002062615833,0.632900191446507
"44",2.91395199592338,1.17818490818846,0.0969033793388731,0.0290453206369918,0.00258325132281582,0.602414292014368
"45",2.93818065280784,1.23633748320541,0.096639524860806,-0.0379634303575811,-0.0376387937593781,0.640743813403097
"46",2.97260080930212,1.21502117212383,0.0975472202987545,-0.00682314466176632,-0.0194916330064361,0.591624508563675
"47",2.98962494878481,1.20105523270385,0.101703619552934,0.0171658812110657,-0.028419273063983,0.58702162533397
"48",2.91786905133007,1.21757761219866,0.0952867945501591,0.00743132796765296,-0.0483618429945343,0.619403474934024
"49",2.9557024407424,1.21244662626639,0.10205074346319,-0.000295178375819112,0.0253408129055658,0.606965958845203
"50",2.95553152293311,1.15605050002354,0.101772861879383,0.0180027845332131,-0.0302209971250874,0.656548674539339
"51",3.0170649733855,1.18273032486048,0.0917917654818018,0.0377856749764187,-0.0457968963683419,0.604843806839635
"52",2.92147101200034,1.10912902424945,0.0963402772913765,0.0223641762965929,-0.0145136975215687,0.587305907987817
"53",2.95835032415838,1.17049507195201,0.0998639789756511,0.0306060508261669,0.0574819956443282,0.626583685244545
"54",2.91961012438019,1.22131923756613,0.0948846448514944,-0.00780732398329861,-0.0318439902634435,0.604102679953349
"55",2.91815759821619,1.16302317943807,0.102934004968289,0.0135773878008062,-0.0220426186596736,0.563689261614992
"56",2.92395919946106,1.22896707959959,0.0974867296184528,0.00747919201747828,-0.0234856752131669,0.585947318832541
"57",2.91016729172385,1.1869611820188,0.0970550959234927,0.0697427763505446,-0.0848813737596122,0.585334943032953
"58",2.94801859737605,1.22712366646254,0.102435219585862,0.0106620407956848,0.0101913882057852,0.573483565707151
